topic,category,prompt,quality_score,source
Imagine you are stranded on a,Creative Writing,Imagine you are stranded on a deserted island. What three items would you bring with you? Explain your choices.,0.6600000000000001,ai_generated_prompts
Create a short story that begins,Creative Writing,"Create a short story that begins with the line, ""It was a dark and stormy night.",0.35,ai_generated_prompts
If you could travel to any,General,"If you could travel to any time period, past or future, which one would you choose and why?",0.49,ai_generated_prompts
If you could travel back in,Creative Writing,"If you could travel back in time and change one event in history, what would it be and why?",0.49,ai_generated_prompts
If you could travel back in,Creative Writing,"If you could travel back in time to any point in history, where and when would you go, and what would you do there?",0.44999999999999996,ai_generated_prompts
"Imagine you are a time traveler,",Creative Writing,"Imagine you are a time traveler, and you can visit any historical figure for a conversation. Who would it be, and what would you ask them?",0.64,ai_generated_prompts
What are some creative ways to,Creative Writing,What are some creative ways to promote sustainability in everyday life?,0.33000000000000007,ai_generated_prompts
How would you improve the current,Education,How would you improve the current education system?,0.29000000000000004,ai_generated_prompts
What is one goal you'd like,General,"What is one goal you'd like to achieve, and how can you break it down into smaller steps to accomplish it?",0.41,ai_generated_prompts
Imagine you are a detective investigating,Creative Writing,Imagine you are a detective investigating a mysterious disappearance. What clues would you look for to solve the case?,0.6100000000000001,ai_generated_prompts
What are some ways we can,General,What are some ways we can improve communication within our team?,0.33000000000000007,ai_generated_prompts
What is one major challenge you're,General,What is one major challenge you're facing in your personal or professional life right now?,0.33000000000000007,ai_generated_prompts
What is something you've always wanted,Education,What is something you've always wanted to learn or explore?,0.33000000000000007,ai_generated_prompts
If you could travel back in,General,"If you could travel back in time to any era and change one event, which era would you choose and what event would you change?",0.44999999999999996,ai_generated_prompts
Imagine you have the power to,Creative Writing,"Imagine you have the power to change one aspect of your life completely, what would it be and why?",0.45999999999999996,ai_generated_prompts
